Token,District,Area,Rooms,Floor,Parking,Storage,Elevator,Exact_Price,Age,Price_per_meter
gaD8GJ2s,باغ فیض,60.0,1.0,2.0,True,True,True,15399999488,23.0,256666658.13333333
Qa83HWmT,باغ فیض,83.0,2.0,4.0,True,True,True,16000000000,17.0,192771084.33734939
gaDIm0Kd,باغ فیض,73.0,2.0,5.0,True,False,True,15500000256,18.0,212328770.630137
gaD4l272,باغ فیض,45.0,1.0,2.0,True,True,True,14000000000,17.0,311111111.1111111
gaDwlZjO,باغ فیض,56.0,1.0,1.0,True,True,False,14490000384,19.0,258750006.85714287
gaCsPk2F,باغ فیض,86.0,2.0,3.0,True,True,True,23200000000,10.0,269767441.8604651
gaDQFfsK,باغ فیض,90.0,2.0,5.0,True,True,True,30499999744,2.0,338888886.04444444
gaD8kRYT,باغ فیض,77.0,2.0,2.0,True,True,True,20500000768,11.0,266233776.20779222
gaD40IJ9,باغ فیض,51.0,1.0,1.0,False,True,False,10949999616,23.0,214705874.82352942
gaDckg_k,باغ فیض,50.0,1.0,3.0,True,True,True,16999999488,3.0,339999989.76
gaCgOs63,باغ فیض,95.0,2.0,4.0,True,True,True,22000001024,25.0,231578958.14736843
gaDwjBYd,باغ فیض,87.0,2.0,3.0,True,True,True,25999998976,3.0,298850562.9425287
gaD0i3uM,باغ فیض,90.0,2.0,6.0,True,True,True,24999999488,12.0,277777772.0888889
gaDkDvj5,باغ فیض,110.0,3.0,2.0,True,True,True,29990000640,6.0,272636369.45454544
gaDYDpVn,باغ فیض,138.0,3.0,2.0,True,True,True,33500000256,19.0,242753625.04347825
gaDYDAzD,باغ فیض,125.0,3.0,1.0,True,True,True,32000000000,9.0,256000000.0
gaDMT0Og,باغ فیض,152.0,3.0,1.0,True,True,True,49640001536,1.0,326578957.4736842
Qaw7pUa_,باغ فیض,56.0,1.0,4.0,True,True,True,14499999744,11.0,258928566.85714287
Qasj6Yq7,باغ فیض,120.0,3.0,5.0,True,True,True,31900000256,13.0,265833335.46666667
gaD0y3BO,باغ فیض,115.0,3.0,2.0,True,True,True,28500000768,15.0,247826093.6347826
gaD0yshv,باغ فیض,73.0,2.0,8.0,True,True,True,18250000384,17.0,250000005.26027396
gaCofmna,باغ فیض,70.0,2.0,2.0,True,True,False,14200000512,22.0,202857150.17142856
gaDoiJja,باغ فیض,118.0,3.0,5.0,True,True,True,35000000512,12.0,296610173.8305085
Qa6b-VKb,باغ فیض,125.0,3.0,1.0,True,True,True,31499999232,4.0,251999993.856
gaDgik8e,باغ فیض,110.0,3.0,2.0,True,True,True,29949999104,6.0,272272719.1272727
Qa8bjd9V,باغ فیض,43.0,1.0,1.0,True,True,True,12800000000,13.0,297674418.60465115
Qa1vfdXu,باغ فیض,100.0,2.0,1.0,True,True,True,28000000000,9.0,280000000.0
Qa7jVt3I,باغ فیض,89.0,2.0,4.0,True,True,True,20500000768,10.0,230337087.28089887
Qa_7hoTZ,باغ فیض,70.0,1.0,1.0,False,True,False,11850000384,21.0,169285719.77142859
gaDgAXwf,باغ فیض,110.0,2.0,4.0,True,True,True,31000000512,1.0,281818186.4727273
gaD4hrf7,باغ فیض,92.0,2.0,1.0,True,True,True,26800001024,1.0,291304358.95652175
Qa4HU7Su,باغ فیض,53.0,1.0,5.0,True,True,True,13500000256,8.0,254716985.96226415
Qa8jWrh1,باغ فیض,45.0,1.0,2.0,True,True,True,10899999744,13.0,242222216.53333333
Qa0DbhEw,باغ فیض,44.0,1.0,2.0,True,True,True,12999999488,12.0,295454533.8181818
Qa3H3RQe,باغ فیض,112.0,2.0,2.0,True,True,True,26800001024,7.0,239285723.42857143
Qa4XVAxA,باغ فیض,116.0,2.0,3.0,True,True,True,24989999104,17.0,215431026.75862068
gaBUe0sX,باغ فیض,118.0,3.0,5.0,True,True,True,34989998080,12.0,296525407.4576271
gaBoOR09,باغ فیض,110.0,2.0,1.0,True,True,True,27000000512,15.0,245454550.1090909
gaDIBq5N,باغ فیض,60.0,1.0,1.0,False,True,False,9900000256,17.0,165000004.26666668
Qa-3wILY,باغ فیض,95.0,3.0,5.0,True,True,True,31349999616,1.0,329999995.95789474
QajHJ_RT,باغ فیض,97.0,2.0,1.0,True,True,True,23499999232,12.0,242268033.31958762
gaAcnzhA,باغ فیض,52.0,1.0,1.0,False,True,False,10700000256,17.0,205769235.69230768
gaD4ggMw,باغ فیض,65.0,1.0,16.0,True,True,True,20999999488,6.0,323076915.2
gaCA9df1,باغ فیض,59.0,1.0,1.0,False,True,False,10400000000,17.0,176271186.44067797
gaD8gXVv,باغ فیض,54.0,1.0,1.0,False,True,False,10800000000,25.0,200000000.0
Qa8ntD4H,باغ فیض,43.0,1.0,3.0,True,True,True,12499999744,14.0,290697668.46511626
gaAgzhux,باغ فیض,125.0,2.0,2.0,True,True,True,30200000512,2.0,241600004.096
gaDkQOMg,باغ فیض,40.0,1.0,2.0,True,True,True,13299999744,11.0,332499993.6
gaCk_kqS,باغ فیض,116.0,2.0,6.0,True,True,True,27399999488,13.0,236206892.13793105
QavjkB5O,باغ فیض,91.0,2.0,2.0,True,True,True,28000000000,1.0,307692307.6923077
Qa8XWc04,باغ فیض,100.0,2.0,4.0,True,True,True,26499999744,18.0,264999997.44
gaAEYUt9,باغ فیض,109.0,2.0,5.0,True,True,True,27769999360,1.0,254770636.33027524
Qa6n_N9C,باغ فیض,97.0,2.0,7.0,True,True,True,25300000768,4.0,260824750.18556702
QapvYpuj,باغ فیض,78.0,2.0,1.0,True,True,True,21500000256,12.0,275641028.9230769
Qa-mmAKw,باغ فیض,100.0,2.0,1.0,True,True,True,23499999232,11.0,234999992.32
Qa_biWBo,باغ فیض,80.0,1.0,9.0,True,True,True,17500000256,2.0,218750003.2
Qak3kquj,باغ فیض,90.0,2.0,4.0,True,True,True,20999999488,17.0,233333327.64444444
gaCMfy0P,باغ فیض,56.0,1.0,2.0,True,True,True,17400000512,5.0,310714294.85714287
gaCIfCd9,باغ فیض,81.0,2.0,4.0,True,True,True,24500000768,13.0,302469145.2839506
Qa6LQ2j-,باغ فیض,106.0,2.0,4.0,True,True,True,24299999232,12.0,229245275.7735849
gaA80Uf5,باغ فیض,95.0,2.0,22.0,True,True,True,28500000768,5.0,300000008.0842105
Qa-jNAH3,باغ فیض,40.0,1.0,2.0,True,True,True,13200000000,11.0,330000000.0
gaCAfKk2,باغ فیض,150.0,3.0,5.0,True,True,True,40000000000,4.0,266666666.66666666
gaCwe3V2,باغ فیض,109.0,2.0,2.0,True,True,True,25899999232,12.0,237614671.85321102
gaCwuOb1,باغ فیض,130.0,2.0,9.0,True,True,True,23399999488,21.0,179999996.06153846
Qa8flAJK,باغ فیض,75.0,1.0,8.0,True,True,True,18800001024,5.0,250666680.32
Qa-z92RS,باغ فیض,66.0,2.0,2.0,True,True,True,16400000000,14.0,248484848.4848485
gaCg-XMl,باغ فیض,87.0,2.0,4.0,True,True,True,16099999744,20.0,185057468.3218391
gaCcuRVY,باغ فیض,89.0,2.0,5.0,True,True,True,28500000768,0.0,320224727.7303371
QauTR8To,باغ فیض,95.0,2.0,3.0,True,True,True,20999999488,15.0,221052626.1894737
Qa77wwxy,باغ فیض,106.0,2.0,3.0,True,True,True,31800000512,3.0,300000004.8301887
gaCUuTPs,باغ فیض,120.0,3.0,1.0,True,True,True,32500000768,18.0,270833339.73333335
Qa47klBE,باغ فیض,66.0,2.0,3.0,True,True,True,17200001024,11.0,260606076.12121212
gaCotiOi,باغ فیض,115.0,3.0,2.0,True,True,True,28000000000,12.0,243478260.86956522
gaCwsJlx,باغ فیض,71.0,2.0,2.0,True,True,True,16750000128,10.0,235915494.76056337
gaCQQzUY,باغ فیض,118.0,2.0,1.0,True,True,True,29450000384,7.0,249576274.44067797
Qa4TLtyI,باغ فیض,55.0,1.0,1.0,False,True,False,11000000512,21.0,200000009.3090909
gaCwdYf6,باغ فیض,65.0,2.0,3.0,True,True,False,14490000384,16.0,222923082.83076924
gaCsd8qc,باغ فیض,141.0,3.0,1.0,True,True,True,29600000000,15.0,209929078.0141844
gaB43nDi,باغ فیض,79.0,2.0,2.0,True,True,True,17899999232,22.0,226582268.75949368
gaD4zagy,باغ فیض,87.0,2.0,1.0,True,True,False,20000000000,22.0,229885057.47126436
gaBY4WXd,باغ فیض,55.0,1.0,1.0,True,True,False,14689999872,23.0,267090906.76363635
gaC8f-x4,باغ فیض,117.0,2.0,6.0,True,True,True,27499999232,14.0,235042728.47863248
Qa8rlUTE,باغ فیض,55.0,1.0,5.0,True,True,True,15699999744,8.0,285454540.8
gaCkus_S,باغ فیض,110.0,2.0,1.0,True,True,True,26900000768,13.0,244545461.52727273
gaCoug4Q,باغ فیض,138.0,3.0,8.0,True,True,True,29849999360,17.0,216304343.1884058
gaCU9NGl,باغ فیض,62.0,1.0,2.0,True,True,True,14849999872,14.0,239516126.96774194
gaCAQgvO,باغ فیض,73.0,2.0,3.0,True,True,True,20000000000,10.0,273972602.739726
gaCgNpLQ,باغ فیض,110.0,2.0,1.0,True,True,True,27499999232,12.0,249999993.01818183
gaCc9Zvq,باغ فیض,85.0,2.0,5.0,True,True,True,28000000000,2.0,329411764.7058824
gaB86c9w,باغ فیض,66.0,2.0,1.0,True,True,False,16499999744,17.0,249999996.12121212
gaBwKNB9,باغ فیض,115.0,2.0,4.0,True,True,True,34200000512,7.0,297391308.8
gaDAWXna,بروجردی,81.0,2.0,7.0,True,True,True,12000000000,9.0,148148148.14814815
gaDQlGSt,بروجردی,89.0,2.0,3.0,False,True,True,4899999744,17.0,55056176.898876406
gaD0IWa1,بریانک,57.0,2.0,3.0,False,True,True,6899999744,11.0,121052627.08771929
gaDgIFYM,بریانک,54.0,1.0,4.0,True,True,False,6600000000,22.0,122222222.22222222
QanbBJzM,بریانک,58.0,1.0,1.0,False,False,True,8499999744,1.0,146551719.72413793
gaDk01eh,بریانک,75.0,2.0,3.0,True,True,False,6400000000,21.0,85333333.33333333
gaDYEIVW,بریانک,48.0,1.0,0.0,False,True,False,5299999744,20.0,110416661.33333333
gaBEp7GQ,بریانک,49.0,1.0,3.0,False,True,False,3700000000,21.0,75510204.08163266
Qas3Xzv9,بریانک,65.0,2.0,2.0,False,True,False,4700000256,25.0,72307696.24615385
Qa7vkHH1,بریانک,55.0,1.0,4.0,True,True,True,3470000128,4.0,63090911.41818182
gaDQDoMI,بریانک,96.0,2.0,4.0,True,True,True,12999999488,3.0,135416661.33333334
gaDYj3Ay,بریانک,81.0,2.0,4.0,False,True,True,10499999744,10.0,129629626.4691358
gaCkOZgH,بریانک,55.0,3.0,1.0,False,True,False,6800000000,8.0,123636363.63636364
Qa_bBZ7z,بریانک,57.0,1.0,4.0,False,True,True,8200000000,1.0,143859649.12280703
gaD8CxKG,بریانک,57.0,1.0,1.0,False,False,True,7100000256,1.0,124561408.0
gaD0i2Tl,بریانک,52.0,1.0,3.0,True,False,True,8000000000,8.0,153846153.84615386
gaDoiayy,بریانک,47.0,1.0,0.0,False,True,False,5200000000,23.0,110638297.87234043
gaDYSSP5,بریانک,59.0,1.0,1.0,False,True,True,8499999744,5.0,144067792.27118644
gaDMRAUX,بریانک,46.0,1.0,3.0,True,True,False,4899999744,19.0,106521733.56521739
QawXXw3h,بریانک,60.0,1.0,1.0,True,True,False,7600000000,15.0,126666666.66666667
gaD8hJc7,بریانک,55.0,1.0,1.0,False,True,True,7150000128,14.0,130000002.32727273
gaDMy67b,بریانک,45.0,1.0,3.0,False,True,False,4700000256,23.0,104444450.13333334
gaCQfnf-,بریانک,60.0,1.0,-1.0,False,True,False,5699999744,25.0,94999995.73333333
gaBs78qu,بریانک,75.0,2.0,3.0,True,True,True,11500000256,0.0,153333336.74666667
QaWPG4bv,بریانک,50.0,1.0,2.0,True,True,True,3849999872,15.0,76999997.44
Qa47D2f_,بریانک,59.0,2.0,2.0,True,True,True,3569999872,2.0,60508472.40677966
gaDwR8pn,بریانک,44.0,1.0,3.0,False,True,False,4100000000,25.0,93181818.18181819
gaDshrcP,بریانک,55.0,1.0,3.0,True,True,True,7600000000,9.0,138181818.1818182
gaDkxyoA,بریانک,75.0,2.0,3.0,True,True,False,6899999744,21.0,91999996.58666667
gaAM2rWe,بریانک,63.0,1.0,3.0,True,True,True,6700000256,17.0,106349210.41269842
gaD0At-b,بریانک,95.0,2.0,3.0,True,True,True,12600000512,0.0,132631584.3368421
gaDAwdiJ,بریانک,40.0,1.0,3.0,False,False,True,5500000256,10.0,137500006.4
Qa_TE2xH,بریانک,58.0,1.0,1.0,True,True,True,6099999744,10.0,105172409.37931034
gaCwQZC1,بریانک,45.0,1.0,1.0,False,True,False,4300000256,23.0,95555561.24444444
gaDEwqGc,بریانک,40.0,1.0,2.0,False,False,False,4200000000,21.0,105000000.0
gaCQPwiN,بریانک,92.0,2.0,1.0,True,True,True,11699999744,7.0,127173910.26086956
gaC0fKpY,بریانک,49.0,1.0,2.0,False,True,False,5699999744,15.0,116326525.3877551
gaC4vWmu,بریانک,58.0,1.0,4.0,True,True,False,5500000256,21.0,94827590.62068966
gaCM_038,بریانک,45.0,1.0,0.0,False,True,False,5100000256,25.0,113333339.02222222
gaCMP9Oq,بریانک,85.0,2.0,3.0,True,True,True,11500000256,0.0,135294120.65882352
Qa4XFsG2,بریانک,48.0,1.0,1.0,True,True,False,4889999872,20.0,101874997.33333333
gaCs_PX3,بریانک,52.0,1.0,2.0,True,True,True,8099999744,14.0,155769225.84615386
gaBcsNUx,بریانک,59.0,2.0,4.0,True,False,True,3760000000,9.0,63728813.55932204
gaAorpE9,بریانک,85.0,3.0,4.0,True,True,True,11699999744,12.0,137647055.81176472
gaCs7VUV,بریانک,56.0,2.0,1.0,False,True,False,5689999872,22.0,101607140.57142857
gaB85CX2,بریانک,53.0,1.0,2.0,True,True,True,7000000000,12.0,132075471.6981132
gaAYKQls,بریانک,58.0,2.0,3.0,False,True,True,6600000000,10.0,113793103.44827586
gaC4ehQo,بریانک,57.0,1.0,2.0,True,True,True,6800000000,7.0,119298245.61403508
Qa9fopWp,بریانک,86.0,3.0,4.0,True,True,True,11500000256,11.0,133720933.20930232
gaCguqsx,بریانک,53.0,1.0,3.0,True,True,True,7000000000,11.0,132075471.6981132
Qa_Tg50B,بریانک,38.0,1.0,2.0,False,True,True,4899999744,13.0,128947361.68421052
gaCEuXMy,بریانک,45.0,1.0,1.0,True,True,True,5699999744,11.0,126666660.97777778
Qa3nSod_,بریانک,38.0,1.0,4.0,False,False,True,4600000000,15.0,121052631.57894737
Qavni3ke,بریانک,47.0,1.0,3.0,False,True,True,5500000256,11.0,117021282.04255319
gaCE-YHl,بریانک,78.0,2.0,2.0,False,True,False,8499999744,21.0,108974355.6923077
gaCAevSK,بریانک,56.0,1.0,0.0,True,True,False,5800000000,20.0,103571428.57142857
gaBQdSwb,بریانک,55.0,1.0,2.0,False,True,False,7249999872,15.0,131818179.49090908
gaC8NgBB,بریانک,71.0,1.0,1.0,False,False,False,7200000000,33.0,101408450.70422535
gaC89IVC,بریانک,57.0,1.0,4.0,False,True,True,5699999744,17.0,99999995.50877193
gaC4tV5O,بریانک,56.0,1.0,1.0,False,True,True,8499999744,6.0,151785709.7142857
gaCwtj0u,بریانک,44.0,1.0,3.0,False,False,False,5299999744,30.0,120454539.63636364
gaCwNN1u,بریانک,90.0,3.0,9.0,True,True,True,10449999872,21.0,116111109.68888889
gaAMnwGx,بریانک,95.0,2.0,4.0,True,True,True,11749999616,0.0,123684206.48421052
gaDUjFOW,بریانک,75.0,2.0,4.0,True,True,False,6899999744,20.0,91999996.58666667
gaD8RE8S,بریانک,95.0,2.0,4.0,True,True,True,11470000128,0.0,120736843.45263158
gaD4h1-l,بریانک,55.0,2.0,1.0,True,True,True,7900000256,8.0,143636368.29090908
gaCMOcKr,بریانک,50.0,1.0,1.0,False,True,False,4000000000,28.0,80000000.0
gaCsvt1z,بریانک,95.0,2.0,1.0,True,True,True,11699999744,2.0,123157892.04210526
gaCYScqZ,بریانک,74.0,2.0,2.0,False,True,False,8800000000,21.0,118918918.91891892
Qa_v0hhM,بریانک,93.0,2.0,3.0,True,True,False,8200000000,23.0,88172043.0107527
gaBA6WO8,بریانک,52.0,1.0,1.0,False,True,False,5849999872,17.0,112499997.53846154
gaCot3E8,بریانک,45.0,1.0,0.0,False,True,False,5200000000,25.0,115555555.55555555
Qa4zEW-C,بریانک,42.0,1.0,2.0,False,True,False,4200000000,23.0,100000000.0
gaD0a-sm,بلوار کشاورز,43.0,1.0,3.0,False,True,False,7849999872,30.0,182558136.55813953
Qa9Lcx4C,بلوار کشاورز,113.0,2.0,5.0,True,True,True,29600000000,4.0,261946902.65486726
gaDsmwMH,بلوار کشاورز,245.0,4.0,2.0,False,True,False,32500000768,30.0,132653064.35918367
gaDUEc0O,بلوار کشاورز,170.0,3.0,3.0,True,True,True,51000000512,0.0,300000003.0117647
gaC8uHwk,بلوار کشاورز,77.0,1.0,1.0,True,False,True,15500000256,17.0,201298704.62337664
gaCI-C0P,بلوار کشاورز,75.0,2.0,4.0,False,True,False,10000000000,22.0,133333333.33333333
gaCk-KzQ,بلوار کشاورز,95.0,2.0,5.0,True,True,True,23000000512,8.0,242105268.5473684
Qan_K3WL,بلوار کشاورز,68.0,1.0,1.0,False,True,True,12000000000,25.0,176470588.2352941
gaC8tP5P,بلوار کشاورز,210.0,3.0,5.0,True,True,True,46999998464,6.0,223809516.4952381
QapncZMD,بلوار کشاورز,170.0,3.0,0.0,True,True,True,31000000512,34.0,182352944.18823528
gaD8HQxU,بلورسازی,71.0,2.0,2.0,True,False,True,9600000000,10.0,135211267.6056338
gaDgVP-X,بلورسازی,52.0,1.0,4.0,False,True,True,5200000000,15.0,100000000.0
gaDskSas,بلورسازی,52.0,1.0,3.0,False,True,True,5150000128,10.0,99038464.0
gaDIzqSF,بلورسازی,71.0,2.0,3.0,True,False,True,7170999808,11.0,100999997.29577465
gaAwm3Wo,بلورسازی,57.0,1.0,5.0,False,True,True,5100000256,9.0,89473688.70175439
Qa-DiDhS,بلورسازی,57.0,1.0,5.0,False,True,True,5100000256,10.0,89473688.70175439
gaDMCWmj,بلورسازی,93.0,2.0,4.0,True,True,True,12000000000,0.0,129032258.06451613
Qa4jYmyB,بلورسازی,57.0,1.0,5.0,False,True,True,4499999744,10.0,78947363.92982456
Qa_PRdhQ,بلورسازی,58.0,1.0,5.0,False,True,True,5100000256,8.0,87931038.89655173
gaDUARwU,بلورسازی,76.0,2.0,3.0,True,True,True,7400000000,2.0,97368421.05263157
gaDEwEoD,بلورسازی,80.0,2.0,2.0,True,True,True,10080000000,1.0,126000000.0
gaAkV7Dx,بلورسازی,57.0,1.0,5.0,False,True,True,5100000256,10.0,89473688.70175439
gaB0oHdC,بلورسازی,77.0,2.0,4.0,True,True,True,7150000128,2.0,92857144.51948053
gaC8P8aW,بلورسازی,78.0,2.0,5.0,True,True,True,7249999872,1.0,92948716.3076923
gaAkFB4f,بلورسازی,95.0,2.0,3.0,True,True,True,12000000000,0.0,126315789.4736842
gaCkugno,بلورسازی,110.0,2.0,2.0,True,True,True,13200000000,1.0,120000000.0
gaAoD_dU,بلورسازی,58.0,1.0,5.0,False,True,True,5249999872,9.0,90517239.1724138
gaBAvtpf,بلورسازی,85.0,2.0,2.0,True,True,True,10599999488,0.0,124705876.32941176
gaAMjnih,بلورسازی,76.0,2.0,4.0,True,True,True,7500000256,2.0,98684213.89473684
Qa8L1zeS,بلورسازی,57.0,1.0,5.0,False,True,True,5169999872,9.0,90701752.14035088
gaCQ-GME,بلورسازی,47.0,1.0,5.0,False,False,True,4630000128,13.0,98510641.0212766
Qar_2DYM,بلورسازی,50.0,1.0,3.0,False,False,True,5000000000,13.0,100000000.0
gaC8sjwq,بلورسازی,46.0,1.0,5.0,False,True,True,4649999872,12.0,101086953.73913044
gaAoDX6r,بلورسازی,92.0,2.0,3.0,True,True,True,11600000000,1.0,126086956.52173913
gaDEDlOE,بنی‌هاشم,55.0,1.0,0.0,True,True,False,13500000256,20.0,245454550.1090909
gaCwPPPm,بنی‌هاشم,80.0,2.0,3.0,False,True,True,17699999744,20.0,221249996.8
gaBA-dng,بنی‌هاشم,70.0,1.0,5.0,True,True,True,17999998976,19.0,257142842.5142857
gaDQToBJ,بنی‌هاشم,66.0,1.0,3.0,True,True,True,16499999744,17.0,249999996.12121212
gaB8OJiC,بنی‌هاشم,76.0,2.0,2.0,True,True,True,19760001024,1.0,260000013.47368422
QavPRDcv,بنی‌هاشم,118.0,2.0,5.0,True,True,True,25500000256,15.0,216101697.08474576
Qa7zyTJ1,بنی‌هاشم,122.0,2.0,5.0,True,True,True,24999999488,12.0,204918028.59016395
gaDYyXz4,بنی‌هاشم,77.0,2.0,4.0,True,True,True,24000000000,12.0,311688311.6883117
Qa_z5-HB,بنی‌هاشم,70.0,2.0,2.0,True,True,True,17400000512,18.0,248571435.8857143
gaAoB1RF,بنی‌هاشم,86.0,2.0,5.0,False,True,True,17799999488,22.0,206976738.23255813
Qa5HaVO5,بنی‌هاشم,95.0,2.0,4.0,True,True,True,18100000768,14.0,190526323.8736842
gaDcAZQ4,بنی‌هاشم,86.0,2.0,5.0,False,True,True,17999998976,22.0,209302313.6744186
gaCsf2qt,بنی‌هاشم,70.0,1.0,3.0,False,True,True,16000000000,19.0,228571428.57142857
gaC0jI0N,بنی‌هاشم,62.0,1.0,4.0,True,True,True,13200000000,9.0,212903225.80645162
gaCEPHtI,بنی‌هاشم,104.0,2.0,4.0,True,True,True,20999999488,17.0,201923072.0
gaAAU4_J,بنی‌هاشم,105.0,2.0,4.0,True,True,True,30000001024,1.0,285714295.46666664
Qa43D7xn,بنی‌هاشم,59.0,1.0,1.0,True,True,True,14499999744,1.0,245762707.52542374
gaC0NzK5,بنی‌هاشم,76.0,2.0,2.0,True,True,True,16970000384,13.0,223289478.7368421
gaA0zsUn,بنی‌هاشم,125.0,2.0,3.0,True,True,True,25999998976,6.0,207999991.808
gaCw9_J7,بنی‌هاشم,133.0,3.0,1.0,True,True,True,38000001024,1.0,285714293.4135338
QanfJzpJ,بنی‌هاشم,125.0,2.0,3.0,True,True,True,32500000768,1.0,260000006.144
gaDAzS9i,بنی‌هاشم,120.0,3.0,2.0,True,True,True,26499999744,0.0,220833331.2
gaC8N3Ju,بنی‌هاشم,72.0,2.0,1.0,True,True,True,16999999488,18.0,236111104.0
gaCkN0oA,بنی‌هاشم,95.0,2.0,4.0,True,True,True,23000000512,20.0,242105268.5473684
gaDsURQh,بهار,105.0,2.0,1.0,True,False,True,22000001024,10.0,209523819.2761905
QaoTMXNE,بهار,107.0,2.0,4.0,True,True,True,24999999488,15.0,233644855.02803737
gaDMBknR,بهار,88.0,2.0,3.0,True,True,True,17999998976,12.0,204545442.9090909
gaA4VZu6,بهار,80.0,2.0,1.0,True,True,True,16789999616,9.0,209874995.2
gaC0fTNO,بهار,73.0,2.0,2.0,True,True,False,12999999488,24.0,178082184.76712328
gaCo-hYy,بهار,120.0,2.0,2.0,True,False,True,29699999744,0.0,247499997.86666667
QajLqgBM,بهار,89.0,2.0,4.0,True,False,True,17999998976,10.0,202247179.50561798
gaDcE0e6,بهاران,53.0,1.0,3.0,True,True,True,12999999488,22.0,245283009.20754716
gaCwNJm3,بهاران,70.0,2.0,2.0,True,True,True,16000000000,19.0,228571428.57142857
gaCkOKIf,بهاران,98.0,2.0,9.0,True,True,True,21500000256,8.0,219387757.7142857
gaDUwEjG,بهارستان,65.0,2.0,3.0,False,True,True,10000000000,2.0,153846153.84615386
gaDUlOYp,بهجت‌آباد,108.0,2.0,2.0,True,True,True,29500000256,9.0,273148150.5185185
gaD00Dvx,بهجت‌آباد,109.0,2.0,2.0,True,True,True,29199998976,5.0,267889898.86238533
gaD0Ekzs,بهجت‌آباد,90.0,2.0,2.0,True,True,True,22499999744,14.0,249999997.15555555
gaDIzT_2,بهجت‌آباد,75.0,1.0,0.0,True,True,False,16000000000,25.0,213333333.33333334
Qa5Tf8fs,بهجت‌آباد,130.0,3.0,4.0,True,True,True,35100000256,6.0,270000001.9692308
QapXN0JA,بهجت‌آباد,101.0,2.0,2.0,True,True,False,23229999104,30.0,229999991.12871286
gaD0CP9Q,بهجت‌آباد,130.0,3.0,4.0,True,True,True,35849998336,5.0,275769217.9692308
gaDYwA5P,بهجت‌آباد,108.0,2.0,2.0,True,True,True,28800000000,11.0,266666666.66666666
gaCc-7M0,بهداشت,53.0,1.0,1.0,True,False,False,6000000000,17.0,113207547.16981132
gaDwxnke,بهداشت,68.0,2.0,4.0,True,False,True,9520000000,6.0,140000000.0
gaCcfXk8,بهداشت,102.0,2.0,1.0,True,True,True,16320000000,0.0,160000000.0
QavDX8C8,بهداشت,53.0,1.0,4.0,False,True,False,5500000256,17.0,103773589.73584905
QavzywbM,بهداشت,105.0,2.0,4.0,True,True,True,13749999616,11.0,130952377.29523809
gaCIM56T,بهداشت,61.0,1.0,3.0,False,True,False,6230000128,20.0,102131149.63934426
gaDoAXZc,بهداشت,70.0,2.0,2.0,False,False,True,9799999488,7.0,139999992.68571427
gaCodsx8,بهداشت,69.0,2.0,3.0,False,True,False,5800000000,18.0,84057971.01449275
gaCgNd1y,بهداشت,70.0,2.0,4.0,False,True,False,5800000000,18.0,82857142.85714285
gaCwuvyL,بهمن یار,45.0,1.0,1.0,False,False,False,5000000000,19.0,111111111.1111111
gaD0TIA2,بوستان شیان,140.0,3.0,4.0,True,True,True,39900000256,17.0,285000001.82857144
gaDAy9oQ,بوستان شیان,120.0,2.0,1.0,True,True,True,37499998208,8.0,312499985.06666666
gaD8BlSR,بوستان چیتگر,65.0,2.0,2.0,True,True,True,4499999744,7.0,69230765.29230769
gaDQFLsG,بوستان چیتگر,75.0,2.0,11.0,True,True,True,6300000256,0.0,84000003.41333333
gaDUz25w,بوستان چیتگر,102.0,2.0,3.0,True,True,True,30599999488,0.0,299999994.98039216
gaCIditU,بوستان چیتگر,82.0,2.0,15.0,True,True,True,4499999744,0.0,54878045.65853658
Qaw_MRQ6,بوستان چیتگر,110.0,2.0,1.0,True,True,True,8000000000,1.0,72727272.72727273
gaDMWx5x,بیسیم,68.0,1.0,1.0,False,False,True,5649999872,3.0,83088233.41176471
gaCgfP70,بیسیم,65.0,2.0,3.0,False,False,False,4950000128,4.0,76153848.12307692
gaCUPfXg,بیسیم,52.0,1.0,2.0,False,True,True,3900000000,18.0,75000000.0
QawLH4TP,بیسیم,85.0,2.0,3.0,True,False,True,7400000000,1.0,87058823.52941176
gaC0f1HJ,تاکسیرانی,92.0,2.0,3.0,True,True,True,15000000512,16.0,163043483.82608697
QasTI29K,تاکسیرانی,70.0,2.0,4.0,False,True,False,7000000000,21.0,100000000.0
gaBgOCZE,تاکسیرانی,70.0,2.0,2.0,False,True,True,11299999744,14.0,161428567.77142859
QaqjFMiR,تاکسیرانی,70.0,2.0,4.0,False,True,False,7000000000,22.0,100000000.0
gaCgN4IP,تاکسیرانی,75.0,2.0,5.0,False,False,True,9989999616,25.0,133199994.88
gaCctUea,تاکسیرانی,68.0,2.0,4.0,False,True,False,9500000256,17.0,139705886.11764705
Qaxf7Vre,تاکسیرانی,65.0,1.0,2.0,False,True,True,8400000000,20.0,129230769.23076923
gaDw22x7,تجریش,85.0,2.0,4.0,True,False,True,35999997952,5.0,423529387.67058825
Qa-vN1IX,تجریش,100.0,2.0,1.0,True,True,True,60999999488,1.0,609999994.88
gaD0BPza,تجریش,300.0,3.0,1.0,True,True,True,354000011264,0.0,1180000037.5466666
Qa-LEqwN,تختی,81.0,2.0,1.0,False,False,True,9600000000,1.0,118518518.51851852
gaBU_ZTN,تختی,98.0,2.0,5.0,True,False,True,15600000000,6.0,159183673.46938777
gaDkgs48,تختی,78.0,2.0,2.0,True,False,True,11950000128,0.0,153205129.84615386
